2000
63 331
1 31 1000000000
2 3 28
2 18 29
1 6 -1000000000
2 1 8
2 7 13
2 2 26
2 2 13
1 15 1000000000
2 8 34
1 28 -1000000000
2 14 32
2 25 26
2 15 33
1 13 -1000000000
38 60
2 14 20
1 27 -326711277
2 29 35
1 16 -60168924
1 36 -803736413
2 9 14
2 10 13
1 3 -906292626
2 12 20
1 28 375594815
1 2 -920493225
2 2 28
1 30 -844148959
2 0 3
1 20 -856370506
2 15 16
1 25 -482306343
1 28 -259448114
2 4 27
1 34 692571712
1 14 29742667
2 2 23
2 14 15
1 12 -895557530
1 11 456713666
2 2 34
2 15 36
2 18 22
1 18 -73537319
2 2 29
2 10 17
2 3 6
1 19 586871802
2 0 32
1 32 499736059
2 13 31
1 17 -784501995
1 14 897376688
2 9 15
1 4 453047928
2 6 14
1 36 -62374371
1 1 -582342863
2 13 24
1 2 85582721
2 20 33
1 10 160483370
2 22 24
2 12 36
1 30 370719943
2 11 25
1 18 968168266
2 33 34
1 18 -559860939
1 13 750298485
1 29 372940017
2 1 14
1 2 -855425684
1 34 -817907579
1 26 -302006758
156 229
1 84 -308749139
2 27 104
2 23 105
1 83 432539607
2 76 153
1 4 662194355
2 91 152
1 34 193732176
1 44 -856812664
1 87 -821913070
2 53 93
2 3 91
2 47 121
1 113 -650247994
1 42 -287032288
2 92 139
1 104 452663104
2 30 84
2 53 113
2 74 140
1 19 333865769
1 56 -110142877
2 21 92
2 31 108
1 58 894519498
1 148 176164390
1 26 -238231870
2 29 102
1 36 -396673875
2 33 72
1 19 -865861433
1 128 797441779
1 58 -928693061
2 0 72
1 48 353235490
1 79 -937008705
1 31 -412216853
2 124 128
1 26 960928569
2 57 150
1 54 -286881514
1 4 488354721
1 135 225912638
1 150 -431033357
2 84 128
1 61 -315272226
1 86 117767071
1 148 791797317
1 55 -322352755
1 24 905469941
2 109 131
2 110 119
2 41 140
2 55 100
1 107 -803478187
2 53 111
1 47 724590320
2 115 154
1 153 765744425
1 155 -695009558
1 96 -554066953
2 94 140
2 51 90
2 6 149
2 15 69
2 25 129
1 86 -468129092
2 101 104
1 33 220842195
1 25 607086180
2 109 143
2 28 40
1 30 864720321
2 41 83
1 1 -226331114
2 45 66
2 120 127
2 57 129
2 61 105
2 51 61
1 5 782804629
1 115 226255285
1 28 -734324727
1 75 341804312
2 67 129
2 96 149
2 28 75
1 62 72131626
1 90 -481738393
1 114 -374163296
2 19 80
2 23 107
2 103 105
2 39 145
1 27 -316905463
2 67 127
1 143 -522514820
2 23 43
1 48 -911414923
2 59 140
2 53 103
2 111 138
1 149 56804931
1 100 65711687
2 48 96
2 15 31
1 102 -836767254
2 136 146
1 12 -120724952
1 86 347351205
1 29 -614066847
1 38 -262151247
2 63 77
2 27 43
2 35 71
2 2 30
1 112 940929232
2 18 121
2 125 149
2 7 41
1 104 837323859
1 121 -233121945
2 80 147
2 135 142
2 73 134
1 53 -895143914
1 41 88305053
1 81 478069775
1 63 -772190641
1 112 -154565558
2 15 111
2 55 108
1 91 -602826524
1 141 557612345
1 153 228793318
2 36 118
1 66 919185092
1 83 229026537
1 108 702653548
2 62 154
2 110 135
1 154 -471023972
1 147 467688696
2 127 147
1 113 343845353
2 40 63
2 6 77
2 141 144
2 4 124
2 61 141
2 144 149
1 104 -504019124
1 44 -948410676
1 53 -57057197
1 48 -501848924
1 54 395800454
1 84 549982370
1 110 99719916
2 7 147
2 35 146
1 88 -625281577
2 18 20
1 58 -207679192
2 42 63
1 76 -762124
2 18 47
1 84 852128362
1 65 -810054695
2 0 56
2 121 128
1 87 -664700909
2 91 122
2 78 135
2 88 123
2 55 101
1 148 -592714746
1 130 -118449432
1 19 169866732
1 132 791315889
1 92 955394112
1 144 138072384
1 126 -57988422
1 155 -950574503
2 11 134
2 9 42
1 116 47994346
2 97 143
1 52 -724793181
1 49 926297156
1 85 -72812920
2 60 83
1 109 1830625
1 115 278826
2 50 155
2 35 73
1 0 104543382
2 35 112
2 101 152
1 131 -66431532
2 26 154
1 52 638601038
1 118 999971176
2 15 37
1 112 842499687
2 21 32
2 137 138
2 110 116
1 150 534936777
2 97 150
2 18 30
1 39 -454308953
1 135 34946957
1 2 -698752882
2 75 81
2 56 151
2 38 74
2 15 31
1 84 -64960854
1 83 351941778
2 41 137
2 118 143
2 13 142
1 21 534615819
2 18 23
2 112 152
1 78 729669817
2 76 148
1 109 678321337
1 43 490897366
4 112
1 1 -3
1 1 2
1 1 -4
2 1 1
2 0 3
2 1 1
1 0 5
2 2 2
1 1 -2
2 1 3
2 1 1
2 0 1
2 0 2
1 2 5
2 0 1
2 2 3
2 2 2
2 0 0
2 1 1
1 2 3
1 2 5
1 3 -5
2 1 1
1 0 3
2 0 2
2 0 1
2 0 2
1 0 4
1 3 1
2 0 3
2 1 3
2 1 3
2 2 3
1 3 4
1 0 1
1 3 2
1 2 -5
2 1 3
2 3 3
2 1 3
2 1 2
2 1 2
2 1 2
1 1 4
1 2 0
2 0 3
2 0 3
2 0 1
2 0 3
2 3 3
2 0 0
1 3 0
2 0 0
1 3 5
1 1 -1
1 2 -5
1 2 4
1 2 1
1 3 4
2 2 3
1 3 3
2 1 3
2 1 2
1 1 -2
1 3 0
1 0 -2
1 2 1
2 2 2
2 0 3
2 0 0
2 1 2
1 2 5
2 0 3
1 1 4
2 1 3
1 2 0
1 2 -4
1 2 -4
2 0 2
2 1 2
1 2 0
1 1 4
1 0 -3
1 0 -3
2 1 2
1 2 -5
2 0 2
2 2 2
2 1 3
2 1 3
1 2 -4
1 2 -4
2 1 3
2 0 1
1 0 5
1 3 1
1 2 -5
1 1 3
2 0 3
1 0 -2
1 2 3
1 2 -1
2 0 3
1 0 1
2 0 1
2 2 2
2 0 3
2 1 2
1 3 4
1 2 2
1 3 3
1 1 1
21 188
2 12 13
1 9 93170639
1 16 93170639
2 10 19
2 4 11
1 4 93170639
1 18 93170639
1 16 93170639
1 0 93170639
2 10 11
1 11 93170639
2 6 19
1 13 93170639
2 1 15
1 6 93170639
2 8 14
2 13 19
1 12 93170639
1 11 93170639
1 6 93170639
1 17 93170639
2 1 14
2 2 19
2 4 16
1 1 93170639
2 2 3
1 4 93170639
2 12 20
1 1 93170639
1 2 93170639
1 0 93170639
2 5 12
2 2 13
2 7 13
1 19 93170639
2 4 12
1 1 93170639
2 1 17
1 1 93170639
2 15 19
1 19 93170639
1 15 93170639
1 4 93170639
2 3 16
2 8 20
1 13 93170639
2 14 16
2 4 5
1 16 93170639
2 15 19
2 7 11
2 13 14
2 0 0
2 1 11
2 2 10
1 8 93170639
1 16 93170639
1 15 93170639
2 0 2
2 2 16
2 6 17
2 14 14
1 3 93170639
1 13 93170639
2 3 20
2 1 6
1 0 93170639
1 8 93170639
1 17 93170639
1 15 93170639
1 12 93170639
1 16 93170639
1 11 93170639
1 6 93170639
1 2 93170639
1 10 93170639
2 6 19
2 1 9
1 0 93170639
2 1 18
2 5 16
2 4 13
2 12 13
2 8 17
1 11 93170639
1 10 93170639
1 2 93170639
1 0 93170639
2 13 18
2 9 14
1 20 93170639
1 15 93170639
1 15 93170639
2 13 17
1 14 93170639
1 1 93170639
1 17 93170639
1 8 93170639
1 14 93170639
2 10 13
2 0 7
1 16 93170639
2 5 8
2 13 14
2 14 15
2 3 16
2 1 3
1 15 93170639
1 17 93170639
2 18 19
1 14 93170639
1 20 93170639
2 11 19
1 4 93170639
1 7 93170639
1 11 93170639
2 5 6
1 3 93170639
1 10 93170639
1 0 93170639
2 2 12
2 2 16
2 14 20
2 1 12
1 20 93170639
1 4 93170639
1 19 93170639
2 6 17
2 2 5
1 0 93170639
1 3 93170639
1 7 93170639
2 17 19
2 8 14
1 11 93170639
2 6 12
2 9 17
1 12 93170639
1 12 93170639
2 15 20
2 4 6
2 4 4
1 7 93170639
1 7 93170639
1 0 93170639
1 15 93170639
1 9 93170639
2 4 8
2 6 9
1 13 93170639
1 14 93170639
1 3 93170639
2 7 8
2 17 18
2 2 18
2 0 1
2 14 19
1 15 93170639
2 0 4
1 11 93170639
1 19 93170639
2 4 8
1 1 93170639
2 11 16
2 1 14
2 16 20
1 16 93170639
2 10 12
1 4 93170639
1 12 93170639
2 2 13
1 12 93170639
1 9 93170639
2 9 17
2 11 19
2 3 14
1 12 93170639
1 5 93170639
2 13 18
2 7 20
2 4 8
2 4 20
2 5 7
1 7 93170639
1 1 93170639
1 12 93170639
2 5 15
2 8 15
81 273
2 4 13
2 14 75
1 23 -1000000000
1 16 -1000000000
1 17 1000000000
1 11 -1000000000
1 27 1000000000
1 20 -1000000000
1 67 1000000000
2 36 79
2 39 55
2 55 70
1 59 1000000000
2 6 14
1 8 1000000000
2 12 17
1 50 -1000000000
1 34 -1000000000
2 8 73
1 9 1000000000
1 0 -1000000000
1 48 -1000000000
2 69 69
2 35 47
1 43 -1000000000
1 25 1000000000
1 74 1000000000
2 8 80
2 6 36
2 20 45
2 52 60
2 47 53
1 47 1000000000
2 29 66
2 21 68
1 79 -1000000000
1 39 1000000000
1 18 1000000000
1 76 1000000000
2 4 17
1 10 1000000000
1 67 -1000000000
1 60 -1000000000
1 68 1000000000
2 18 38
2 46 60
1 64 1000000000
1 46 -1000000000
1 18 1000000000
1 39 1000000000
2 29 54
2 32 80
2 29 39
2 4 19
2 24 68
2 31 63
1 68 -1000000000
2 35 80
1 43 -1000000000
1 10 1000000000
1 80 -1000000000
1 40 -1000000000
2 20 40
1 10 1000000000
1 33 -1000000000
2 17 49
1 77 -1000000000
1 2 -1000000000
1 65 -1000000000
2 56 79
2 11 23
2 14 75
2 23 49
2 44 72
2 11 63
1 24 1000000000
1 37 1000000000
2 11 44
1 9 1000000000
2 11 31
1 62 1000000000
1 8 1000000000
2 30 55
1 41 -1000000000
1 32 1000000000
1 79 1000000000
2 40 48
2 37 73
2 30 79
1 65 1000000000
1 15 1000000000
1 0 1000000000
2 66 76
1 74 -1000000000
2 11 51
1 8 1000000000
2 6 21
2 6 50
1 28 1000000000
1 29 -1000000000
1 61 1000000000
1 51 -1000000000
1 36 1000000000
1 48 -1000000000
2 38 69
1 27 -1000000000
1 32 1000000000
1 65 1000000000
1 20 -1000000000
1 7 -1000000000
2 59 73
2 24 41
2 46 69
1 25 -1000000000
1 54 -1000000000
2 5 17
1 18 1000000000
1 26 1000000000
2 4 12
1 68 1000000000
2 46 66
1 57 1000000000
1 52 -1000000000
1 48 1000000000
1 38 1000000000
1 11 1000000000
1 39 1000000000
2 29 34
1 75 -1000000000
2 20 53
2 25 36
2 35 65
2 35 58
2 15 22
1 60 -1000000000
2 1 12
1 4 -1000000000
1 31 1000000000
1 64 -1000000000
2 25 67
1 7 -1000000000
1 58 1000000000
2 42 58
2 18 62
1 29 1000000000
1 8 1000000000
1 57 1000000000
1 37 1000000000
2 28 62
2 23 35
2 69 74
1 12 1000000000
2 52 70
2 54 73
2 0 23
2 9 31
1 38 -1000000000
2 19 32
1 66 -1000000000
2 31 74
2 59 61
1 4 -1000000000
2 23 59
2 31 61
1 44 -1000000000
2 67 74
1 36 1000000000
1 45 1000000000
2 2 25
1 71 -1000000000
1 4 -1000000000
2 50 59
1 8 -1000000000
2 41 70
2 35 59
1 25 1000000000
1 34 1000000000
2 55 56
2 13 38
2 7 15
2 49 50
1 28 1000000000
2 16 68
1 24 -1000000000
1 0 1000000000
1 36 -1000000000
2 28 46
2 3 44
1 61 1000000000
1 50 1000000000
2 33 41
1 37 1000000000
1 6 1000000000
1 10 -1000000000
2 4 70
1 48 1000000000
2 45 60
1 64 1000000000
1 73 -1000000000
2 20 40
1 59 1000000000
2 4 38
2 10 68
2 45 53
2 33 39
1 54 -1000000000
2 10 29
1 57 1000000000
1 44 1000000000
2 33 34
2 21 71
1 51 1000000000
1 52 1000000000
2 52 58
1 34 1000000000
1 6 1000000000
2 3 41
1 76 -1000000000
2 61 63
2 47 79
2 22 30
2 18 48
1 56 1000000000
1 58 1000000000
1 52 1000000000
2 15 34
1 72 -1000000000
2 15 50
1 26 1000000000
1 6 1000000000
2 25 72
2 24 66
1 9 1000000000
1 18 -1000000000
1 17 -1000000000
2 11 27
1 46 1000000000
1 5 1000000000
2 7 9
1 34 -1000000000
2 68 80
1 11 1000000000
2 17 26
2 30 74
2 49 79
2 15 39
2 6 29
1 26 1000000000
1 15 1000000000
1 26 1000000000
1 72 1000000000
1 68 1000000000
1 45 1000000000
1 39 1000000000
1 11 -1000000000
1 38 -1000000000
2 63 68
1 6 1000000000
1 60 -1000000000
2 24 31
2 49 74
2 56 64
2 39 74
2 20 60
2 16 66
2 37 56
1 80 -1000000000
2 43 66
1 14 -1000000000
1 54 1000000000
1 77 -1000000000
1 25 1000000000
1 80 1000000000
173 216
1 96 -5
2 113 164
2 43 87
1 56 2
1 55 -3
2 81 146
2 65 149
1 111 -1
2 94 117
1 21 0
2 101 107
2 37 57
2 68 170
1 114 5
1 150 4
1 76 -2
1 105 3
1 23 1
1 29 0
1 39 0
1 128 4
1 162 4
2 61 69
2 88 162
1 37 -1
2 40 52
1 58 -5
1 85 0
1 57 1
1 56 5
1 93 -1
1 88 3
2 70 165
2 0 55
1 140 2
1 35 5
1 71 4
1 137 5
2 1 79
2 24 158
2 77 148
1 83 2
1 142 2
1 147 4
2 99 124
1 2 -3
2 9 96
1 118 2
2 52 55
2 24 81
1 165 5
2 67 68
2 42 150
2 30 162
2 90 99
1 90 -5
1 41 -2
1 80 -3
2 11 93
1 3 5
1 121 5
2 63 142
2 117 120
2 14 85
1 43 -5
1 54 -4
2 32 47
2 57 169
1 149 -2
2 11 79
2 42 58
1 116 5
1 22 -2
2 90 164
2 93 142
2 59 68
1 4 -4
2 65 94
1 11 -4
2 28 44
2 70 86
1 110 1
1 49 -4
2 125 153
1 162 0
2 80 114
1 69 4
1 107 0
2 44 73
1 120 3
2 40 97
1 129 5
1 134 -3
2 32 157
2 5 57
2 73 119
2 16 52
2 62 172
1 159 -3
2 103 159
2 75 87
2 56 116
2 66 135
1 95 -1
2 9 141
2 12 112
2 24 113
2 74 104
2 2 56
1 153 4
2 63 132
2 1 38
1 53 -3
1 169 5
1 116 -4
2 21 135
1 125 -3
2 40 149
1 55 3
2 25 32
2 65 74
1 27 3
1 130 0
2 46 107
1 121 2
1 116 5
2 88 147
2 22 90
2 61 171
1 123 2
2 27 84
2 121 157
2 26 143
2 17 82
1 96 0
1 36 1
2 140 151
2 60 93
2 73 158
1 57 2
2 47 49
1 64 4
1 168 -3
1 159 1
2 115 143
2 27 63
2 56 125
2 29 133
1 63 -2
2 157 158
1 75 -1
1 93 -4
2 32 69
1 56 -3
2 10 115
1 35 -3
2 119 154
2 128 131
2 22 94
2 89 109
2 58 72
1 70 -4
2 95 131
1 147 -1
2 7 98
2 145 166
2 80 146
2 35 66
2 23 134
1 54 -1
2 39 45
2 157 171
2 101 162
2 38 100
1 13 -1
1 72 -5
2 154 165
1 69 -1
2 45 49
1 132 1
1 111 0
2 96 109
2 0 103
2 52 165
2 48 106
2 68 91
2 63 149
1 86 1
1 159 1
2 100 132
2 37 134
2 21 58
2 22 108
1 83 2
1 145 -2
1 53 1
2 25 34
2 22 103
1 23 -4
2 20 141
1 53 -3
2 92 156
2 67 148
2 120 130
2 48 70
1 42 -1
1 155 4
2 77 148
2 3 7
1 156 -4
2 78 92
2 92 127
2 43 136
2 33 113
1 45 1
2 38 87
154 50
1 125 4
1 73 -3
2 83 147
2 21 84
1 150 -4
2 78 112
1 40 0
1 20 4
2 5 45
1 102 1
2 56 87
2 2 92
2 110 143
2 20 33
2 19 118
1 19 4
2 34 53
1 76 5
2 2 4
1 47 -2
1 121 0
1 137 -4
1 73 -5
1 110 -1
1 29 0
1 58 4
2 1 126
2 23 25
1 89 -5
2 113 123
2 4 92
2 52 107
2 37 121
2 20 47
2 63 134
2 35 43
2 14 100
2 37 129
2 15 70
1 103 0
2 88 111
1 137 1
1 153 -2
2 27 86
1 3 5
1 81 -1
1 117 -3
2 19 75
2 115 148
1 51 -3
71 273
2 9 47
1 33 -1000000000
2 26 48
1 38 1000000000
1 25 -1000000000
2 3 22
1 8 1000000000
1 15 -1000000000
2 49 65
1 15 1000000000
2 57 64
2 16 52
2 11 64
2 3 54
2 4 8
1 50 1000000000
2 36 48
1 19 -1000000000
1 56 1000000000
1 37 1000000000
1 22 -1000000000
1 31 1000000000
2 24 32
2 63 65
1 65 1000000000
2 63 69
1 12 -1000000000
2 22 29
2 26 46
2 34 58
2 60 63
1 44 -1000000000
1 22 1000000000
2 22 58
1 57 1000000000
1 41 -1000000000
2 10 12
2 9 39
1 51 1000000000
1 53 -1000000000
1 9 -1000000000
1 7 1000000000
1 44 -1000000000
1 0 -1000000000
1 8 -1000000000
1 66 -1000000000
2 10 46
1 36 -1000000000
2 28 36
2 7 19
2 9 49
1 61 -1000000000
1 24 -1000000000
2 63 69
2 4 30
1 16 -1000000000
1 6 -1000000000
2 54 56
2 47 65
1 41 1000000000
2 7 53
2 13 18
1 58 1000000000
1 44 1000000000
2 44 60
1 32 1000000000
1 30 1000000000
2 42 65
1 51 1000000000
1 56 1000000000
1 37 1000000000
2 41 59
2 6 29
1 68 -1000000000
1 60 -1000000000
1 52 -1000000000
2 11 63
1 42 1000000000
2 64 70
1 27 1000000000
1 54 1000000000
1 23 -1000000000
1 27 -1000000000
2 47 58
1 36 -1000000000
2 59 61
2 17 53
1 42 -1000000000
2 18 67
2 13 55
2 61 68
1 32 1000000000
1 7 -1000000000
1 27 1000000000
2 55 66
2 29 51
1 33 1000000000
2 38 53
2 4 57
2 50 60
2 1 1
2 11 35
1 68 1000000000
1 54 -1000000000
1 65 1000000000
1 35 1000000000
1 27 1000000000
2 3 50
2 9 67
2 11 54
1 11 1000000000
2 0 8
1 34 1000000000
2 19 24
2 57 66
1 33 1000000000
2 49 50
1 29 -1000000000
1 36 -1000000000
1 19 1000000000
2 30 37
1 7 1000000000
1 25 -1000000000
1 42 1000000000
2 50 62
2 22 38
2 31 65
1 67 -1000000000
2 25 61
2 38 49
2 22 45
1 28 1000000000
2 38 54
1 17 1000000000
2 51 58
2 58 67
1 63 1000000000
1 57 -1000000000
2 18 44
2 25 59
1 5 -1000000000
2 16 31
2 0 61
2 17 60
1 0 1000000000
1 14 -1000000000
2 25 69
1 22 -1000000000
1 56 -1000000000
2 11 25
2 7 47
1 29 -1000000000
1 50 1000000000
2 43 44
2 37 42
2 1 23
1 62 1000000000
1 54 1000000000
1 24 1000000000
2 24 52
1 41 1000000000
1 45 1000000000
1 28 1000000000
1 69 -1000000000
1 15 1000000000
1 6 1000000000
2 23 45
1 50 1000000000
2 51 68
2 18 54
2 8 21
1 13 1000000000
1 66 -1000000000
1 19 -1000000000
2 33 70
2 14 27
2 42 65
2 10 29
2 28 64
2 22 33
1 27 -1000000000
2 41 46
1 41 1000000000
2 40 57
1 21 1000000000
2 25 45
1 22 -1000000000
1 33 1000000000
2 17 17
2 38 58
2 20 57
1 44 -1000000000
2 2 20
1 61 -1000000000
1 31 1000000000
1 9 -1000000000
1 61 1000000000
1 55 -1000000000
1 43 1000000000
1 41 -1000000000
1 28 -1000000000
2 16 19
1 31 -1000000000
1 38 1000000000
1 3 -1000000000
2 1 36
1 41 -1000000000
2 31 44
2 3 63
2 7 20
1 16 1000000000
2 47 69
1 10 -1000000000
1 37 1000000000
2 3 63
1 67 -1000000000
1 50 1000000000
2 26 56
1 11 1000000000
2 15 53
2 4 51
1 28 1000000000
1 51 -1000000000
1 25 1000000000
2 5 23
1 19 1000000000
1 64 -1000000000
2 23 47
1 19 1000000000
2 2 31
1 62 -1000000000
1 25 1000000000
2 3 68
1 28 -1000000000
2 6 38
1 10 -1000000000
2 22 29
1 6 -1000000000
2 33 45
1 29 1000000000
2 33 51
1 34 -1000000000
2 24 26
1 11 1000000000
2 1 6
2 46 68
2 19 47
2 24 57
1 32 1000000000
2 1 56
2 10 50
1 43 -1000000000
2 23 61
1 31 -1000000000
1 61 -1000000000
2 53 57
1 43 1000000000
2 50 58
1 14 -1000000000
1 27 -1000000000
1 61 1000000000
2 8 46
1 28 -1000000000
2 20 26
2 31 54
2 5 41
2 25 69
2 55 61
2 27 54
1 46 1000000000
1 15 -1000000000
2 17 23
2 15 60
35 249
2 20 32
1 27 2
1 10 1
2 0 34
1 1 5
1 18 4
1 0 0
1 19 2
1 28 5
2 22 24
2 9 27
2 9 29
1 3 -5
2 28 32
1 7 -5
1 10 0
2 6 34
2 0 7
1 26 4
2 14 26
1 26 -2
1 15 3
1 5 3
1 18 -5
1 26 5
1 26 3
1 32 -2
2 9 11
2 14 21
1 27 2
2 14 21
1 8 5
2 21 32
1 24 -3
1 12 -1
2 14 30
2 14 29
2 10 20
1 29 -3
2 10 23
2 26 30
2 3 33
1 17 -1
1 19 -5
1 12 3
2 28 32
2 28 32
2 5 27
1 15 -4
2 11 25
1 24 -2
2 13 15
2 34 34
2 8 11
2 3 10
1 24 -1
2 4 23
2 6 29
1 6 5
2 17 30
2 5 20
1 18 5
1 23 1
1 8 -1
1 9 0
2 2 5
2 11 30
1 25 0
1 20 -1
1 4 -1
1 26 -5
1 0 0
1 12 2
2 29 34
2 2 22
2 14 15
1 20 -2
1 9 2
1 25 0
1 8 2
2 4 13
1 23 0
1 1 5
1 34 -1
2 17 20
2 5 11
1 21 -3
2 19 26
1 1 -1
2 16 23
2 4 20
2 3 19
1 20 -1
1 26 5
1 27 0
1 26 0
1 9 0
2 6 26
1 22 0
1 30 -5
1 9 5
1 15 3
1 31 -3
1 17 -5
2 30 31
2 14 18
1 34 2
1 15 -4
1 19 2
1 33 4
2 13 31
1 1 -2
1 5 1
1 13 -1
1 22 -2
2 13 24
1 8 2
2 24 34
1 8 2
2 23 29
2 11 18
2 4 5
2 4 33
1 14 4
1 22 -1
2 2 34
2 12 32
1 19 2
1 24 3
2 6 6
2 0 27
2 0 24
1 21 0
1 11 0
1 1 -4
1 16 -4
1 33 -5
2 7 17
2 9 33
2 20 31
1 19 -4
1 12 2
1 18 4
2 4 30
1 1 -4
2 8 19
2 5 25
2 3 18
1 28 1
1 9 1
1 24 -1
2 13 25
1 34 -1
1 22 -3
2 1 13
2 5 16
1 12 5
2 12 33
1 26 4
1 25 -2
1 14 4
2 9 24
2 12 22
2 10 25
2 28 34
1 13 -1
2 8 15
1 33 3
2 16 19
1 3 -5
2 5 5
1 29 2
2 20 33
1 26 -1
1 15 -2
2 17 21
1 1 -3
1 13 0
1 23 4
2 23 28
2 5 31
2 12 33
1 11 2
2 6 24
2 2 7
2 29 34
1 22 2
2 19 29
2 12 32
2 3 32
1 3 -1
2 2 6
2 3 4
1 22 -3
1 23 2
2 5 27
2 29 33
1 5 -4
1 22 2
2 14 14
1 11 1
2 7 8
1 31 -2
1 17 -3
2 5 27
2 15 27
2 2 33
1 3 0
2 8 28
1 25 0
2 6 13
1 32 -3
2 19 24
2 13 26
2 15 27
2 23 26
2 4 19
1 1 -5
2 4 7
1 12 2
2 10 11
2 13 14
1 29 -2
2 20 31
1 15 -4
2 2 6
1 31 -2
1 11 4
1 30 3
1 21 1
1 20 4
2 6 23
1 21 -4
1 1 0
2 16 18
1 15 5
1 24 2
2 17 30
2 21 22
2 11 20
1 23 -5
1 4 -5
1 18 4
1 28 -5
2 1 29
1 20 0
2 22 27
1 21 -4
2 11 14
1 398
1 0 2
1 0 -5
2 0 0
2 0 0
1 0 5
1 0 0
1 0 -5
2 0 0
1 0 3
2 0 0
1 0 0
2 0 0
1 0 4
1 0 -5
2 0 0
1 0 1
1 0 5
1 0 -1
1 0 3
2 0 0
1 0 -4
1 0 4
1 0 1
1 0 -1
1 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 5
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 3
1 0 -5
1 0 -3
1 0 -1
2 0 0
1 0 -4
1 0 -4
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 5
1 0 1
1 0 -4
2 0 0
1 0 0
1 0 4
1 0 -1
2 0 0
1 0 -1
1 0 2
2 0 0
1 0 -3
2 0 0
1 0 4
1 0 2
2 0 0
2 0 0
2 0 0
1 0 1
2 0 0
1 0 2
1 0 -5
1 0 -1
2 0 0
1 0 2
2 0 0
2 0 0
1 0 -1
1 0 -2
1 0 -3
1 0 2
1 0 2
2 0 0
1 0 -4
1 0 -1
1 0 2
1 0 0
1 0 -4
1 0 4
1 0 1
1 0 2
1 0 5
1 0 0
1 0 -2
2 0 0
1 0 0
1 0 -1
1 0 -2
1 0 2
2 0 0
1 0 -5
1 0 1
2 0 0
1 0 -3
2 0 0
1 0 0
1 0 3
2 0 0
1 0 -4
2 0 0
1 0 -2
1 0 1
1 0 -5
2 0 0
1 0 -5
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 3
2 0 0
2 0 0
1 0 2
2 0 0
2 0 0
1 0 3
1 0 -3
2 0 0
1 0 1
2 0 0
2 0 0
2 0 0
2 0 0
1 0 4
2 0 0
2 0 0
2 0 0
2 0 0
1 0 2
1 0 2
2 0 0
2 0 0
1 0 2
2 0 0
1 0 -1
2 0 0
1 0 3
2 0 0
2 0 0
1 0 4
2 0 0
2 0 0
1 0 5
1 0 -4
2 0 0
1 0 0
1 0 -2
2 0 0
1 0 -1
2 0 0
2 0 0
2 0 0
1 0 1
2 0 0
2 0 0
2 0 0
1 0 5
1 0 3
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 0
2 0 0
2 0 0
1 0 -3
1 0 5
1 0 1
2 0 0
1 0 0
1 0 -4
1 0 2
2 0 0
1 0 2
2 0 0
1 0 -1
1 0 -5
2 0 0
1 0 1
1 0 2
2 0 0
1 0 3
1 0 1
2 0 0
1 0 4
2 0 0
1 0 1
1 0 4
1 0 -2
2 0 0
2 0 0
1 0 -1
2 0 0
1 0 0
1 0 -2
1 0 -3
1 0 0
2 0 0
2 0 0
1 0 -3
1 0 3
2 0 0
2 0 0
2 0 0
2 0 0
1 0 1
1 0 -4
1 0 -5
1 0 5
1 0 5
2 0 0
2 0 0
1 0 4
1 0 -3
1 0 5
1 0 2
2 0 0
1 0 -5
1 0 -5
1 0 0
1 0 -2
1 0 0
1 0 -4
1 0 0
1 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 3
1 0 -1
2 0 0
2 0 0
1 0 4
1 0 -3
1 0 0
2 0 0
2 0 0
2 0 0
1 0 3
1 0 -4
2 0 0
1 0 3
1 0 -5
2 0 0
1 0 -5
1 0 5
2 0 0
2 0 0
1 0 2
1 0 4
2 0 0
2 0 0
2 0 0
1 0 -5
1 0 0
1 0 2
1 0 4
2 0 0
2 0 0
2 0 0
1 0 1
1 0 -3
1 0 1
1 0 -4
2 0 0
2 0 0
2 0 0
2 0 0
1 0 4
2 0 0
2 0 0
1 0 -3
2 0 0
1 0 0
2 0 0
1 0 -2
2 0 0
2 0 0
1 0 1
1 0 -1
2 0 0
1 0 5
2 0 0
2 0 0
1 0 -1
2 0 0
2 0 0
2 0 0
1 0 -5
1 0 -2
1 0 -3
1 0 -3
2 0 0
2 0 0
2 0 0
1 0 -3
2 0 0
1 0 -4
1 0 -1
1 0 3
1 0 2
2 0 0
2 0 0
2 0 0
1 0 -1
1 0 4
2 0 0
2 0 0
1 0 1
1 0 -1
1 0 -5
2 0 0
1 0 -2
2 0 0
2 0 0
2 0 0
2 0 0
1 0 2
2 0 0
2 0 0
1 0 5
1 0 -2
2 0 0
2 0 0
2 0 0
1 0 1
2 0 0
1 0 1
1 0 5
1 0 -5
1 0 -1
2 0 0
2 0 0
2 0 0
1 0 -5
2 0 0
1 0 -2
1 0 4
2 0 0
1 0 3
1 0 2
1 0 -5
2 0 0
2 0 0
1 0 4
1 0 5
2 0 0
2 0 0
1 0 0
